dataset,model,strategy,fold,repeat_seed,corr_prune_threshold,ranked_features,ranked_scores
Superconductor,xgboost,tree,1,42,0.9,range_ThermalConductivity|wtd_std_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|wtd_mean_Valence|wtd_entropy_Valence|wtd_entropy_atomic_mass|range_fie|wtd_gmean_Valence|wtd_gmean_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_entropy_atomic_radius|std_atomic_mass|wtd_std_ElectronAffinity|range_atomic_mass|wtd_std_Valence|wtd_entropy_ThermalConductivity|gmean_ElectronAffinity|wtd_std_fie|wtd_range_Valence|wtd_entropy_fie|gmean_Density|wtd_range_ThermalConductivity|wtd_entropy_Density|wtd_entropy_FusionHeat|gmean_Valence|wtd_std_atomic_radius|std_Density|entropy_ThermalConductivity|wtd_range_ElectronAffinity|wtd_range_fie|mean_ThermalConductivity|wtd_std_atomic_mass|wtd_gmean_ThermalConductivity|wtd_range_atomic_mass|mean_Valence|std_ElectronAffinity|wtd_mean_atomic_mass|std_atomic_radius|wtd_mean_ElectronAffinity|wtd_gmean_atomic_radius|wtd_gmean_Density|wtd_entropy_ElectronAffinity|wtd_range_atomic_radius|std_fie|wtd_mean_fie|entropy_atomic_mass|wtd_std_Density|mean_Density|wtd_gmean_atomic_mass|range_Density|wtd_mean_Density|wtd_range_FusionHeat|wtd_mean_atomic_radius|wtd_mean_FusionHeat|entropy_Density|wtd_range_Density|number_of_elements|entropy_ElectronAffinity|range_ElectronAffinity|wtd_gmean_fie|gmean_atomic_mass|wtd_std_FusionHeat|gmean_ThermalConductivity|mean_atomic_mass|gmean_fie|mean_fie|entropy_FusionHeat|wtd_gmean_FusionHeat|mean_atomic_radius|std_Valence|entropy_Valence|range_Valence|gmean_atomic_radius|entropy_fie|entropy_atomic_radius|mean_ElectronAffinity|mean_FusionHeat|gmean_FusionHeat|std_FusionHeat|range_FusionHeat,0.193883777087|0.162510343693|0.0602867656267|0.0479663954725|0.034646438355|0.0287891763609|0.0254111248483|0.02305630353|0.0227848918297|0.021669755767|0.0179935741251|0.0154111748943|0.0153200758401|0.0141261701867|0.0130512903059|0.0122558432077|0.0115488484849|0.0112945093719|0.00952082993654|0.00893470406117|0.00886468601259|0.00863591231291|0.00811678706956|0.00760502505442|0.00707779662361|0.00702525684985|0.00641352343559|0.00639526134463|0.00627873067233|0.00602995488768|0.0059023267746|0.00580006704234|0.00555785602971|0.00553080820075|0.00510336330478|0.00507619060338|0.0050676390267|0.0049484670894|0.00474585444974|0.00468931145764|0.00447816106016|0.00443397612171|0.00418212452716|0.00405971393366|0.00405343602976|0.00388393185177|0.00384968096723|0.00383822904536|0.00376455244693|0.00366697130674|0.00366008456673|0.00363534588615|0.00358517934142|0.00357711532901|0.00356633657132|0.0035638444436|0.00345751623044|0.0033942673991|0.00329197681692|0.00312986726708|0.00288753498858|0.00287357983318|0.00286991038269|0.00278043806888|0.00277157216582|0.0027428950379|0.00271208754191|0.00268420109083|0.00259168209714|0.00254126704809|0.00252250628425|0.0025104821937|0.0024313423356|0.00222806951302|0.00220909820533|0.0020827485289|0.00203620754642|0.00171377238385|0.0016699549253|0.00146005915133|0.00128146830876
Superconductor,xgboost,shap,1,42,0.9,range_atomic_radius|range_ThermalConductivity|wtd_entropy_atomic_mass|wtd_mean_ThermalConductivity|wtd_gmean_Valence|wtd_gmean_ElectronAffinity|std_ElectronAffinity|wtd_entropy_FusionHeat|std_Density|std_atomic_mass|wtd_std_Valence|wtd_std_ElectronAffinity|wtd_entropy_ThermalConductivity|mean_Density|wtd_entropy_Valence|gmean_Density|range_fie|wtd_entropy_Density|gmean_Valence|mean_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|wtd_std_FusionHeat|wtd_range_atomic_mass|wtd_mean_atomic_mass|std_atomic_radius|wtd_gmean_atomic_mass|wtd_entropy_fie|wtd_std_fie|wtd_range_ElectronAffinity|range_atomic_mass|wtd_mean_Density|entropy_FusionHeat|wtd_mean_ElectronAffinity|range_ElectronAffinity|entropy_Density|wtd_std_ThermalConductivity|wtd_std_Density|wtd_range_fie|wtd_entropy_atomic_radius|wtd_mean_atomic_radius|mean_atomic_mass|wtd_std_atomic_mass|entropy_Valence|entropy_fie|wtd_std_atomic_radius|wtd_mean_FusionHeat|wtd_gmean_atomic_radius|wtd_range_atomic_radius|wtd_entropy_ElectronAffinity|wtd_mean_Valence|entropy_ThermalConductivity|gmean_fie|entropy_atomic_radius|wtd_range_Valence|wtd_gmean_FusionHeat|entropy_atomic_mass|wtd_gmean_Density|wtd_range_Density|mean_atomic_radius|std_ThermalConductivity|mean_fie|gmean_atomic_radius|wtd_range_ThermalConductivity|mean_FusionHeat|wtd_mean_fie|std_fie|entropy_ElectronAffinity|std_FusionHeat|wtd_gmean_fie|mean_ElectronAffinity|wtd_range_FusionHeat|gmean_atomic_mass|gmean_ThermalConductivity|number_of_elements|std_Valence|gmean_FusionHeat|mean_Valence|range_Density|range_FusionHeat|range_Valence,6.62635700238|5.95114759348|3.7605695153|2.99479280215|1.93750677231|1.30911624893|1.23781959878|1.18951383687|1.17986919014|1.10349149578|1.08247664902|1.03399384264|0.909531663896|0.849703065796|0.849010880445|0.818673281784|0.803972297891|0.765602235376|0.754449585716|0.634971772047|0.629941329202|0.598931680362|0.520435290635|0.510859189046|0.469817237985|0.468281214471|0.44068377058|0.428218742989|0.425173045262|0.412771324365|0.373274986483|0.349545972123|0.347473395578|0.342486805186|0.326103368399|0.323588285061|0.316252971358|0.305106795447|0.298747064046|0.28437551615|0.279612494074|0.262963585723|0.24020979373|0.231733705313|0.227262914293|0.221505931738|0.215625432774|0.215214458933|0.20230433371|0.195124523507|0.185452071221|0.18393940224|0.182774991625|0.180826905691|0.175817396886|0.175466489127|0.173342782483|0.159097517363|0.152107436344|0.140117031541|0.136168887389|0.1308265831|0.130641257246|0.129419439018|0.127138051291|0.126590526564|0.124406654519|0.123554184144|0.119129706973|0.103265708508|0.0901595634588|0.0890849019403|0.0812885993447|0.0541590513273|0.0534139429629|0.0420063409086|0.0394142391939|0.0323941717008|0.0300851237339|0.022878048346|0.0146614800408
Superconductor,xgboost,mi,2,42,0.9,range_fie|wtd_mean_Valence|wtd_gmean_Valence|entropy_atomic_mass|range_ElectronAffinity|std_fie|entropy_atomic_radius|gmean_Density|std_ThermalConductivity|wtd_gmean_Density|range_Density|entropy_FusionHeat|entropy_Density|entropy_ElectronAffinity|entropy_Valence|wtd_gmean_FusionHeat|range_atomic_radius|std_ElectronAffinity|std_atomic_radius|mean_ThermalConductivity|wtd_std_ThermalConductivity|range_atomic_mass|wtd_std_fie|wtd_gmean_atomic_radius|gmean_FusionHeat|wtd_mean_FusionHeat|range_FusionHeat|entropy_fie|gmean_ElectronAffinity|mean_FusionHeat|gmean_Valence|gmean_ThermalConductivity|range_ThermalConductivity|wtd_std_ElectronAffinity|wtd_mean_fie|gmean_atomic_mass|wtd_std_FusionHeat|mean_Density|std_Density|wtd_gmean_ThermalConductivity|std_atomic_mass|wtd_std_atomic_radius|mean_ElectronAffinity|std_FusionHeat|wtd_range_FusionHeat|gmean_atomic_radius|wtd_mean_atomic_radius|wtd_range_ThermalConductivity|mean_atomic_mass|wtd_range_ElectronAffinity|wtd_gmean_atomic_mass|entropy_ThermalConductivity|mean_fie|wtd_mean_ThermalConductivity|wtd_entropy_atomic_mass|wtd_gmean_fie|wtd_entropy_Valence|wtd_mean_ElectronAffinity|wtd_std_Density|wtd_mean_Density|wtd_entropy_atomic_radius|wtd_range_Valence|mean_atomic_radius|wtd_std_Valence|gmean_fie|std_Valence|mean_Valence|wtd_gmean_ElectronAffinity|wtd_std_atomic_mass|wtd_mean_atomic_mass|wtd_entropy_FusionHeat|wtd_range_Density|wtd_range_fie|wtd_entropy_fie|wtd_range_atomic_mass|wtd_entropy_Density|wtd_range_atomic_radius|wtd_entropy_ThermalConductivity|wtd_entropy_ElectronAffinity|number_of_elements|range_Valence,0.849704081649|0.837631720699|0.831707330907|0.827187022048|0.825963069048|0.824829702454|0.824213767172|0.821925287858|0.811436187859|0.805204805381|0.795214460849|0.788735087965|0.783837272594|0.780189999415|0.776105781392|0.775461398648|0.770613582838|0.770584045799|0.762824372134|0.762688337892|0.761854213568|0.750400357777|0.749269655957|0.741573655036|0.733469458879|0.731786131479|0.731614704188|0.729936614964|0.72036048601|0.717630214798|0.71742523148|0.714951960405|0.7027649966|0.695811250311|0.694722436993|0.688703629625|0.688578320438|0.687904118491|0.680157475526|0.67900224134|0.678530784586|0.675215255919|0.672326060362|0.670299094312|0.665833904017|0.65968078167|0.65535285536|0.652570190058|0.645094601495|0.634120944592|0.63109314004|0.627265560018|0.62511567836|0.623129271605|0.621519485688|0.6196560543|0.617535746567|0.610968533007|0.610476324668|0.609887245789|0.605471222836|0.588764982961|0.586991325178|0.581855011589|0.577550306912|0.576717207412|0.570835540763|0.570528847563|0.566413818792|0.564711252366|0.560906621137|0.557719714833|0.538907098716|0.530244410112|0.496760656256|0.464553817601|0.45888661009|0.440885532563|0.426005898219|0.400691881109|0.123475832889
Superconductor,xgboost,rfe,2,42,0.9,wtd_gmean_atomic_radius|wtd_mean_atomic_radius|range_fie|std_fie|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|range_ElectronAffinity|std_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_Valence|entropy_atomic_mass|wtd_gmean_FusionHeat|wtd_mean_FusionHeat|range_atomic_radius|std_atomic_radius|wtd_std_fie|wtd_entropy_atomic_radius|wtd_entropy_Valence|range_ThermalConductivity|std_ThermalConductivity|range_atomic_mass|std_atomic_mass|wtd_range_ThermalConductivity|gmean_FusionHeat|mean_FusionHeat|mean_Density|wtd_gmean_Density|gmean_atomic_radius|gmean_Valence|wtd_gmean_Valence|wtd_std_Valence|range_Valence|range_FusionHeat|wtd_entropy_fie|entropy_ThermalConductivity|mean_ThermalConductivity|entropy_atomic_radius|entropy_fie|wtd_range_FusionHeat|wtd_entropy_FusionHeat|entropy_FusionHeat|wtd_mean_Valence|wtd_entropy_Density|wtd_mean_Density|entropy_Density|std_Density|range_Density|wtd_gmean_fie|number_of_elements|wtd_entropy_ElectronAffinity|wtd_range_ElectronAffinity|mean_atomic_radius|wtd_std_FusionHeat|gmean_ElectronAffinity|mean_ElectronAffinity|wtd_range_fie|wtd_mean_fie|wtd_range_atomic_radius|mean_Valence|std_Valence|wtd_std_atomic_mass|mean_fie|gmean_fie|wtd_std_atomic_radius|gmean_ThermalConductivity|wtd_std_Density|wtd_std_ThermalConductivity|wtd_range_Density|entropy_ElectronAffinity|std_FusionHeat|gmean_Density|wtd_entropy_ThermalConductivity|wtd_entropy_atomic_mass|wtd_range_atomic_mass|wtd_range_Valence,81|80|79|78|77|76|75|74|73|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1
Superconductor,xgboost,tree,2,42,0.9,range_ThermalConductivity|wtd_std_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|wtd_entropy_atomic_mass|wtd_mean_Valence|wtd_entropy_Valence|wtd_gmean_Valence|wtd_mean_ThermalConductivity|range_fie|wtd_gmean_ElectronAffinity|wtd_entropy_atomic_radius|std_atomic_mass|range_atomic_mass|wtd_std_Valence|wtd_std_ElectronAffinity|gmean_ElectronAffinity|wtd_entropy_ThermalConductivity|wtd_entropy_fie|wtd_range_ElectronAffinity|wtd_range_Valence|wtd_std_fie|gmean_Density|std_Density|wtd_entropy_FusionHeat|wtd_range_fie|wtd_std_atomic_mass|wtd_range_ThermalConductivity|mean_ThermalConductivity|gmean_Valence|wtd_entropy_Density|wtd_std_atomic_radius|wtd_mean_ElectronAffinity|entropy_ThermalConductivity|wtd_mean_atomic_mass|wtd_range_atomic_mass|std_atomic_radius|wtd_gmean_ThermalConductivity|std_ElectronAffinity|std_fie|wtd_range_atomic_radius|mean_Density|wtd_mean_FusionHeat|range_Density|wtd_mean_fie|wtd_gmean_atomic_radius|wtd_entropy_ElectronAffinity|wtd_std_Density|wtd_mean_atomic_radius|wtd_gmean_atomic_mass|wtd_gmean_Density|entropy_Density|wtd_mean_Density|entropy_atomic_mass|wtd_range_Density|wtd_gmean_FusionHeat|mean_atomic_mass|number_of_elements|mean_Valence|wtd_range_FusionHeat|entropy_ElectronAffinity|wtd_gmean_fie|range_Valence|wtd_std_FusionHeat|gmean_atomic_mass|mean_atomic_radius|gmean_ThermalConductivity|range_ElectronAffinity|std_Valence|mean_ElectronAffinity|gmean_fie|entropy_Valence|entropy_FusionHeat|gmean_atomic_radius|mean_fie|entropy_fie|mean_FusionHeat|entropy_atomic_radius|std_FusionHeat|gmean_FusionHeat|range_FusionHeat,0.203497247133|0.15217727916|0.0636934121688|0.0429743399903|0.0349409230155|0.0325788545891|0.0253074537394|0.0218063973112|0.0188822104091|0.0188251707903|0.0165803512276|0.01652838635|0.0155241010045|0.0135483235556|0.0129133617257|0.0118762374794|0.0116624012543|0.011520039002|0.0112788954788|0.0101851274845|0.00995865988012|0.00956245318066|0.00909591407354|0.00802920935823|0.00759987757599|0.00732099241909|0.00708477107397|0.00675294973147|0.00657358154488|0.00656386380023|0.00643270360485|0.00642127301625|0.00577248235448|0.00546696094472|0.00532626656247|0.00527334365041|0.00487691241763|0.00456197789447|0.00444293452481|0.00439684559258|0.00430271386316|0.00423787468686|0.00410052515378|0.00404009314102|0.00390206875402|0.00390007117323|0.00385160609014|0.00381987176854|0.00381178156714|0.00375631462435|0.00361043899134|0.0035612237386|0.0033288979422|0.00332053796082|0.00331263405571|0.00324792431767|0.00324381551445|0.00323219126764|0.00314935067426|0.00312530250821|0.00311145208963|0.00283873488986|0.00278796776296|0.00269385106112|0.00265866006665|0.00263204551477|0.00259449286528|0.0025886362275|0.00250072733077|0.00246339818371|0.00240971937161|0.00235117677483|0.00223290647077|0.00223139309014|0.00216193511732|0.00211533472424|0.0019537848103|0.00183978033752|0.00180386802652|0.00177435179753|0.00158605962338
Superconductor,xgboost,shap,2,42,0.9,range_ThermalConductivity|wtd_gmean_Valence|wtd_mean_Valence|wtd_std_ElectronAffinity|wtd_gmean_ThermalConductivity|range_fie|wtd_entropy_ThermalConductivity|std_atomic_mass|mean_Density|wtd_entropy_atomic_mass|std_ElectronAffinity|range_atomic_radius|wtd_gmean_ElectronAffinity|entropy_FusionHeat|wtd_std_Valence|wtd_std_fie|wtd_range_Valence|wtd_std_Density|wtd_std_atomic_mass|wtd_entropy_atomic_radius|wtd_std_ThermalConductivity|wtd_std_FusionHeat|wtd_range_ElectronAffinity|entropy_atomic_radius|wtd_entropy_FusionHeat|wtd_mean_atomic_mass|wtd_mean_ElectronAffinity|mean_atomic_radius|wtd_gmean_Density|std_Density|wtd_range_Density|wtd_mean_FusionHeat|wtd_range_atomic_radius|wtd_gmean_atomic_mass|wtd_mean_fie|wtd_range_ThermalConductivity|wtd_range_fie|std_atomic_radius|wtd_gmean_FusionHeat|std_FusionHeat|std_ThermalConductivity|wtd_entropy_fie|wtd_entropy_Valence|mean_Valence|entropy_ThermalConductivity|gmean_Valence|gmean_Density|wtd_entropy_Density|entropy_atomic_mass|wtd_range_FusionHeat|wtd_mean_ThermalConductivity|entropy_fie|wtd_range_atomic_mass|mean_FusionHeat|wtd_mean_atomic_radius|wtd_std_atomic_radius|mean_ThermalConductivity|wtd_entropy_ElectronAffinity|gmean_ElectronAffinity|std_fie|wtd_mean_Density|gmean_fie|entropy_ElectronAffinity|gmean_ThermalConductivity|gmean_atomic_mass|mean_atomic_mass|mean_fie|wtd_gmean_fie|range_Valence|gmean_FusionHeat|wtd_gmean_atomic_radius|entropy_Density|gmean_atomic_radius|range_FusionHeat|range_ElectronAffinity|mean_ElectronAffinity|number_of_elements|range_Density|range_atomic_mass|entropy_Valence|std_Valence,15.9556885595|2.96219503799|2.39211062189|1.90265874964|1.75670223837|1.51188337334|1.48601656275|1.09489049736|0.98043221509|0.910769357085|0.901685717084|0.863873759523|0.852948046069|0.667998857838|0.665159924348|0.644292965292|0.626701515249|0.563012733444|0.534632022119|0.534591349099|0.5329049583|0.511729843747|0.482276400605|0.419206822316|0.396184881437|0.384942234293|0.384220341126|0.349833158085|0.344387647746|0.337698143489|0.300333442478|0.29529747032|0.278289461477|0.276375167472|0.262454156312|0.261470273261|0.256844936591|0.235199260302|0.234602541188|0.231001833707|0.230131241689|0.219927935163|0.214703355095|0.212895692627|0.20867817828|0.207476242758|0.203136595115|0.201327026783|0.194988028037|0.186872678289|0.174215158815|0.167129525377|0.166138285788|0.162349277676|0.155081850456|0.153910515357|0.150695862092|0.149428504925|0.141792416592|0.135142286022|0.134002368896|0.124877337029|0.118401522609|0.118116487952|0.111654945483|0.110255260331|0.110207120185|0.103231437061|0.0992351697658|0.0970591147958|0.0931209294545|0.091370162168|0.0903644686242|0.0901577270106|0.0900982425581|0.0865459045526|0.0684781351033|0.0650950226713|0.0547936291904|0.0493319319653|0.0463826781496
Bike Sharing,xgboost,mi,1,123,0.9,hour|feel_temp|temp|humidity|season|month|year|weather|weekday|workingday|windspeed|holiday,0.624816379752|0.143890975801|0.139720880158|0.1145455007|0.06048580936|0.0562621415848|0.0537228774857|0.020777500423|0.0194333508293|0.00571022617518|0|0
Bike Sharing,xgboost,rfe,1,123,0.9,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday|workingday|weather|windspeed,12|11|10|9|8|7|6|5|4|3|2|1
Bike Sharing,xgboost,tree,1,123,0.9,hour|temp|workingday|feel_temp|year|humidity|weather|month|season|weekday|windspeed|holiday,0.549855800157|0.0848205204249|0.0795434678234|0.0747293523351|0.0737668643007|0.0391010805479|0.0246414114701|0.0226317749732|0.021329866274|0.014570820736|0.011667831033|0.00334120992418
Bike Sharing,xgboost,shap,1,123,0.9,hour|year|temp|workingday|season|humidity|feel_temp|month|weather|weekday|windspeed|holiday,99.4216689979|35.2041240373|30.0727356724|15.3721912177|13.4419319631|13.1946256315|11.9359650585|7.18136689877|5.76124834476|5.43838426127|3.66934073886|0.516490286326
Bike Sharing,xgboost,mi,2,123,0.9,hour|temp|feel_temp|humidity|month|season|year|weekday|workingday|windspeed|weather|holiday,0.606756084906|0.14009055701|0.138057777371|0.0802445147368|0.070792833905|0.0505670575381|0.0309448802551|0.0232077457296|0.0194892966869|0.0149675007772|0.00595491244354|0.00179645150546
Bike Sharing,xgboost,rfe,2,123,0.9,temp|hour|year|humidity|season|feel_temp|month|holiday|windspeed|weekday|weather|workingday,12|11|10|9|8|7|6|5|4|3|2|1
Bike Sharing,xgboost,tree,2,123,0.9,hour|temp|workingday|year|feel_temp|humidity|month|season|weather|weekday|windspeed|holiday,0.551876500966|0.0854303207817|0.0845985745334|0.0775380326328|0.0714297505316|0.0395682301059|0.021698515955|0.0196539869808|0.0183475550277|0.0142754910044|0.0115459632279|0.00403707825342
Bike Sharing,xgboost,shap,2,123,0.9,hour|year|temp|workingday|humidity|season|feel_temp|weekday|month|windspeed|weather|holiday,96.1596665045|38.753498765|31.3325169787|15.4062230803|13.7979945072|11.3944467864|10.4228263434|6.73446998569|6.56139616626|4.58024549059|4.53270235242|0.217024760226
Superconductor,xgboost,mi,1,123,0.9,gmean_Density|std_fie|entropy_atomic_radius|range_fie|entropy_atomic_mass|wtd_gmean_Valence|wtd_mean_Valence|range_ElectronAffinity|std_ThermalConductivity|entropy_Density|range_Density|entropy_ElectronAffinity|mean_ThermalConductivity|wtd_gmean_FusionHeat|entropy_FusionHeat|range_atomic_radius|wtd_gmean_Density|wtd_std_ThermalConductivity|entropy_Valence|std_atomic_radius|gmean_FusionHeat|std_ElectronAffinity|range_atomic_mass|entropy_fie|gmean_ElectronAffinity|wtd_std_fie|gmean_ThermalConductivity|wtd_gmean_atomic_radius|range_FusionHeat|gmean_Valence|wtd_mean_FusionHeat|mean_FusionHeat|gmean_atomic_mass|range_ThermalConductivity|mean_Density|wtd_mean_fie|mean_ElectronAffinity|std_Density|wtd_std_FusionHeat|wtd_std_atomic_radius|std_atomic_mass|wtd_gmean_ThermalConductivity|wtd_range_ThermalConductivity|wtd_range_FusionHeat|wtd_std_ElectronAffinity|std_FusionHeat|gmean_atomic_radius|entropy_ThermalConductivity|wtd_mean_atomic_radius|mean_atomic_mass|mean_fie|wtd_entropy_atomic_mass|wtd_entropy_Valence|wtd_mean_ThermalConductivity|wtd_range_ElectronAffinity|wtd_gmean_atomic_mass|wtd_mean_Density|wtd_gmean_fie|wtd_std_Density|wtd_range_Valence|gmean_fie|wtd_mean_ElectronAffinity|wtd_entropy_atomic_radius|mean_atomic_radius|wtd_std_atomic_mass|mean_Valence|std_Valence|wtd_std_Valence|wtd_mean_atomic_mass|wtd_gmean_ElectronAffinity|wtd_range_Density|wtd_entropy_FusionHeat|wtd_range_fie|wtd_entropy_fie|wtd_range_atomic_mass|wtd_entropy_Density|wtd_range_atomic_radius|wtd_entropy_ThermalConductivity|wtd_entropy_ElectronAffinity|number_of_elements|range_Valence,0.837394744443|0.833820259175|0.826010212652|0.823572945121|0.821241597274|0.817495206262|0.81125374393|0.809774120056|0.80270146558|0.788193577708|0.779415626782|0.774837359708|0.772585825373|0.76954683941|0.768480787841|0.765436349569|0.762983840309|0.760724662902|0.758884312034|0.758741425189|0.75420779643|0.75210490148|0.735330477358|0.729114600591|0.726490511271|0.72130540972|0.716825764413|0.714687334153|0.708129953435|0.702886708769|0.702626454141|0.697091847111|0.693232908597|0.689441582988|0.682885037194|0.678810058169|0.678394549649|0.677734301556|0.675570856385|0.672045037181|0.668093573382|0.666904787278|0.66210901917|0.659584757438|0.651473234677|0.648356111501|0.645234102794|0.637842199895|0.637555556544|0.637512523442|0.629035446879|0.618506166615|0.617787178064|0.617537572648|0.614828571301|0.614521166428|0.602050706702|0.599989673634|0.599427245437|0.598642747975|0.596386787178|0.592676491804|0.592126578476|0.575429661174|0.569935940187|0.569450530167|0.565467708748|0.564547238199|0.559817156944|0.548725039266|0.541594448031|0.530578678983|0.529996567072|0.522376859369|0.478371196339|0.457326925818|0.451767040324|0.44139673349|0.420389623157|0.39680555946|0.117029233837
