dataset,model,strategy,fold,repeat_seed,corr_prune_threshold,ranked_features,ranked_scores
Superconductor,xgboost,tree,2,123,0.9,range_ThermalConductivity|wtd_std_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|wtd_entropy_Valence|wtd_mean_Valence|wtd_entropy_atomic_mass|wtd_gmean_Valence|range_fie|wtd_gmean_ElectronAffinity|range_atomic_mass|gmean_ElectronAffinity|wtd_mean_ThermalConductivity|std_atomic_mass|wtd_std_Valence|wtd_entropy_ThermalConductivity|wtd_entropy_atomic_radius|wtd_gmean_Density|std_fie|wtd_entropy_fie|wtd_range_ElectronAffinity|wtd_std_ElectronAffinity|gmean_Density|wtd_range_ThermalConductivity|gmean_Valence|wtd_entropy_FusionHeat|wtd_range_Valence|wtd_range_fie|std_Density|wtd_std_atomic_mass|mean_Valence|wtd_entropy_Density|entropy_ThermalConductivity|wtd_std_fie|wtd_mean_atomic_mass|wtd_range_atomic_radius|mean_ThermalConductivity|wtd_std_atomic_radius|wtd_range_atomic_mass|wtd_mean_atomic_radius|std_ElectronAffinity|std_atomic_radius|wtd_mean_ElectronAffinity|wtd_gmean_atomic_radius|wtd_entropy_ElectronAffinity|wtd_gmean_ThermalConductivity|wtd_gmean_atomic_mass|entropy_Density|wtd_range_FusionHeat|wtd_std_Density|mean_Density|wtd_mean_FusionHeat|wtd_gmean_FusionHeat|range_ElectronAffinity|wtd_mean_Density|entropy_ElectronAffinity|range_Density|gmean_ThermalConductivity|wtd_mean_fie|entropy_atomic_mass|wtd_std_FusionHeat|entropy_FusionHeat|wtd_gmean_fie|wtd_range_Density|entropy_Valence|mean_atomic_radius|std_Valence|mean_atomic_mass|range_Valence|gmean_atomic_mass|gmean_fie|mean_ElectronAffinity|mean_fie|gmean_atomic_radius|entropy_atomic_radius|gmean_FusionHeat|entropy_fie|mean_FusionHeat|std_FusionHeat|range_FusionHeat|number_of_elements,0.220060320478|0.127443365808|0.0642998326326|0.0544988446037|0.0327339043739|0.0297099041114|0.0273366636673|0.0232208933899|0.0228825719249|0.0202933296453|0.0152823730795|0.015102146998|0.0150811026698|0.0144198684359|0.0138897518379|0.0128309079748|0.0118877524143|0.00980656131549|0.00968489851905|0.0092870321467|0.00924991844113|0.00917550259811|0.00874615533141|0.00789982150938|0.00758452119529|0.00734616797139|0.00696645650936|0.00625402379392|0.00600018520539|0.00598510244921|0.00597050241727|0.00583956421386|0.00575066811405|0.00510751802393|0.00509142637941|0.0050410020877|0.00501956122295|0.00496548880371|0.00493534206353|0.00488184921697|0.00470236471298|0.0046600309125|0.00458976109497|0.00436249990854|0.00405069639462|0.00385294999009|0.00363471656734|0.00361999110785|0.00356715941058|0.00341528250324|0.00341037523436|0.00339757293399|0.0033620700921|0.00327823662384|0.00325515895065|0.00317270674119|0.00309684608439|0.00306528847048|0.00306494817086|0.00300682350297|0.00299953859131|0.0029767298003|0.00297283854298|0.00293255563138|0.00289984140851|0.00289751629032|0.00277592433302|0.00276571736519|0.00270525488028|0.00261164914881|0.00259167941301|0.00242920509615|0.00219603783634|0.00215527089725|0.00201886868006|0.00191369831879|0.00187953676727|0.00166145780976|0.00162565406467|0.00143453343855|0.00142820870428
Superconductor,xgboost,shap,2,123,0.9,range_ThermalConductivity|wtd_std_Valence|range_atomic_radius|wtd_gmean_ThermalConductivity|mean_Density|wtd_mean_Valence|std_atomic_mass|entropy_Density|wtd_mean_ThermalConductivity|wtd_std_ElectronAffinity|wtd_gmean_ElectronAffinity|range_fie|wtd_std_Density|std_ThermalConductivity|wtd_entropy_ThermalConductivity|entropy_fie|std_ElectronAffinity|wtd_range_Valence|wtd_gmean_Valence|wtd_std_ThermalConductivity|wtd_entropy_fie|entropy_atomic_mass|wtd_gmean_Density|wtd_std_atomic_radius|wtd_entropy_FusionHeat|wtd_mean_atomic_radius|std_atomic_radius|wtd_range_atomic_mass|wtd_mean_atomic_mass|std_fie|mean_atomic_radius|wtd_range_fie|wtd_entropy_ElectronAffinity|wtd_std_FusionHeat|std_Density|entropy_ThermalConductivity|entropy_atomic_radius|gmean_Density|wtd_entropy_atomic_radius|wtd_gmean_atomic_mass|gmean_fie|wtd_mean_Density|wtd_mean_fie|wtd_entropy_atomic_mass|wtd_range_FusionHeat|wtd_gmean_atomic_radius|wtd_range_ElectronAffinity|wtd_std_atomic_mass|wtd_entropy_Valence|wtd_mean_ElectronAffinity|wtd_gmean_fie|wtd_range_atomic_radius|wtd_std_fie|wtd_entropy_Density|mean_ThermalConductivity|gmean_ThermalConductivity|entropy_ElectronAffinity|wtd_range_ThermalConductivity|mean_atomic_mass|wtd_mean_FusionHeat|entropy_FusionHeat|gmean_atomic_radius|mean_ElectronAffinity|mean_Valence|mean_fie|gmean_ElectronAffinity|wtd_gmean_FusionHeat|range_atomic_mass|wtd_range_Density|mean_FusionHeat|std_FusionHeat|gmean_Valence|entropy_Valence|gmean_FusionHeat|range_ElectronAffinity|gmean_atomic_mass|number_of_elements|std_Valence|range_FusionHeat|range_Density|range_Valence,16.3363638506|2.73001418898|2.70865682145|1.72931400237|1.71604994896|1.66031899354|0.932164882388|0.853672427753|0.846700788062|0.825998774371|0.787907934592|0.780184906326|0.771984112725|0.751656974702|0.720725471222|0.71086638465|0.634369333979|0.631924083597|0.630291788029|0.564293456777|0.529014179414|0.505498504611|0.501114108058|0.493161722417|0.486102508667|0.474487454129|0.433016591853|0.427839849557|0.410959997587|0.407038455582|0.394938725251|0.385829575306|0.382879701189|0.326070343722|0.31114205342|0.30456122866|0.288084081456|0.286250222864|0.281436082367|0.262774808601|0.254894302666|0.253084354557|0.249477831753|0.2468147096|0.243760091558|0.241112627856|0.228938655343|0.225464651496|0.217632524123|0.212796316064|0.207798476975|0.205830235419|0.201853121993|0.200433697294|0.198564772018|0.192451240733|0.191041068548|0.186883069816|0.163462738945|0.159562719543|0.155598165119|0.149578807852|0.14760466572|0.145580156807|0.143571750103|0.143282655217|0.135050931379|0.119088122413|0.1160286186|0.111691629639|0.107809929628|0.104427571927|0.102217418698|0.0767634280258|0.0757500069448|0.0711404829277|0.0703284416661|0.057677372693|0.0503139575097|0.0325754720276|0.028838819241
Bike Sharing,extratrees,mi,1,42,0.9,hour|feel_temp|temp|humidity|month|season|year|weekday|workingday|weather|windspeed|holiday,0.616265850488|0.157151893741|0.142777505744|0.0877350802746|0.0793638870613|0.0672220174003|0.0538241306115|0.0300236113539|0.0215508699282|0.018476276095|0.0155219228321|0.00181963636583
Bike Sharing,extratrees,rfe,1,42,0.9,temp|hour|year|humidity|season|feel_temp|month|holiday|windspeed|weekday|workingday|weather,12|11|10|9|8|7|6|5|4|3|2|1
Bike Sharing,extratrees,tree,1,42,0.9,hour|temp|workingday|year|feel_temp|humidity|month|season|weather|weekday|windspeed|holiday,0.54766272634|0.0840200344461|0.0801423352747|0.0781782707201|0.0769319015577|0.0379491795096|0.0229218979846|0.0219800109011|0.0209435412066|0.0140139069873|0.0121038721795|0.00315232289293
Bike Sharing,extratrees,shap,1,42,0.9,hour|year|temp|feel_temp|workingday|season|weather|humidity|month|weekday|windspeed|holiday,98.3272796113|41.2865800167|20.3238450183|18.7311139726|14.6401400864|9.78906365659|7.82058015113|7.25853456891|5.66197163414|4.43866955331|2.77577992777|0.259267484287
Bike Sharing,extratrees,mi,2,42,0.9,hour|temp|feel_temp|humidity|month|season|year|weekday|weather|workingday|windspeed|holiday,0.633845717911|0.143635482459|0.133834345259|0.0971162824382|0.0646447153062|0.0509524662203|0.0406748431537|0.0338694411886|0.0245400828331|0.0180125159572|0.00498088464778|0.000484675234303
Bike Sharing,extratrees,rfe,2,42,0.9,hour|temp|year|humidity|season|feel_temp|month|weekday|holiday|windspeed|weather|workingday,12|11|10|9|8|7|6|5|4|3|2|1
Bike Sharing,extratrees,tree,2,42,0.9,hour|workingday|feel_temp|temp|year|humidity|weather|month|season|weekday|windspeed|holiday,0.55994929681|0.0827992023679|0.0762715913184|0.0759021893288|0.0754902112623|0.0354719697|0.0226320411108|0.0223756108072|0.0195476431576|0.014762739107|0.010833868679|0.00396363635095
Bike Sharing,extratrees,shap,2,42,0.9,hour|year|feel_temp|temp|workingday|season|humidity|weather|month|weekday|windspeed|holiday,94.2936992149|42.6355469472|22.328767066|21.6842535965|14.8144798558|10.159624377|10.1560550493|8.83493052881|6.07770419017|4.47568687964|2.75566453282|0.339335685198
Bike Sharing,extratrees,mi,1,123,0.9,hour|feel_temp|temp|humidity|season|month|year|weather|weekday|workingday|windspeed|holiday,0.624816379752|0.143890975801|0.139720880158|0.1145455007|0.06048580936|0.0562621415848|0.0537228774857|0.020777500423|0.0194333508293|0.00571022617518|0|0
Bike Sharing,extratrees,rfe,1,123,0.9,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday|workingday|weather|windspeed,12|11|10|9|8|7|6|5|4|3|2|1
Bike Sharing,extratrees,tree,1,123,0.9,hour|temp|workingday|feel_temp|year|humidity|weather|month|season|weekday|windspeed|holiday,0.549855800157|0.0848205204249|0.0795434678234|0.0747293523351|0.0737668643007|0.0391010805479|0.0246414114701|0.0226317749732|0.021329866274|0.014570820736|0.011667831033|0.00334120992418
Bike Sharing,extratrees,shap,1,123,0.9,hour|year|feel_temp|temp|humidity|workingday|season|weather|month|weekday|windspeed|holiday,90.1620706007|37.0502036592|21.5449871259|19.8606583157|13.2623800408|12.2967058508|11.6314575792|7.21560171611|7.07180688376|3.72158011815|2.58171803611|0.503300991535
Bike Sharing,extratrees,mi,2,123,0.9,hour|temp|feel_temp|humidity|month|season|year|weekday|workingday|windspeed|weather|holiday,0.606756084906|0.14009055701|0.138057777371|0.0802445147368|0.070792833905|0.0505670575381|0.0309448802551|0.0232077457296|0.0194892966869|0.0149675007772|0.00595491244354|0.00179645150546
Bike Sharing,extratrees,rfe,2,123,0.9,temp|hour|year|humidity|season|feel_temp|month|holiday|windspeed|weekday|weather|workingday,12|11|10|9|8|7|6|5|4|3|2|1
Bike Sharing,extratrees,tree,2,123,0.9,hour|temp|workingday|year|feel_temp|humidity|month|season|weather|weekday|windspeed|holiday,0.551876500966|0.0854303207817|0.0845985745334|0.0775380326328|0.0714297505316|0.0395682301059|0.021698515955|0.0196539869808|0.0183475550277|0.0142754910044|0.0115459632279|0.00403707825342
Bike Sharing,extratrees,shap,2,123,0.9,hour|year|temp|humidity|feel_temp|workingday|season|month|weather|weekday|windspeed|holiday,87.4660043416|43.5107732257|24.502417346|16.7177156462|15.1458423959|14.2069308202|11.2690252064|5.26405876514|4.72365246899|3.4283312954|2.90070531384|0.275139917543
Superconductor,extratrees,mi,1,42,0.9,range_fie|std_fie|gmean_Density|wtd_gmean_Valence|std_ThermalConductivity|range_ElectronAffinity|wtd_mean_Valence|entropy_atomic_radius|entropy_atomic_mass|entropy_Density|range_Density|range_atomic_radius|entropy_FusionHeat|entropy_Valence|entropy_ElectronAffinity|std_atomic_radius|wtd_gmean_Density|std_ElectronAffinity|mean_ThermalConductivity|wtd_gmean_FusionHeat|gmean_FusionHeat|wtd_std_ThermalConductivity|gmean_ThermalConductivity|range_atomic_mass|entropy_fie|gmean_ElectronAffinity|wtd_std_fie|wtd_gmean_atomic_radius|gmean_Valence|wtd_mean_FusionHeat|range_FusionHeat|range_ThermalConductivity|mean_FusionHeat|gmean_atomic_mass|std_Density|wtd_std_atomic_radius|mean_ElectronAffinity|mean_Density|wtd_gmean_ThermalConductivity|wtd_range_FusionHeat|std_atomic_mass|wtd_std_FusionHeat|std_FusionHeat|wtd_mean_fie|wtd_std_ElectronAffinity|wtd_mean_atomic_radius|mean_fie|entropy_ThermalConductivity|gmean_atomic_radius|mean_atomic_mass|wtd_range_ThermalConductivity|wtd_entropy_atomic_mass|wtd_entropy_Valence|wtd_range_ElectronAffinity|gmean_fie|wtd_entropy_atomic_radius|wtd_mean_ThermalConductivity|wtd_std_Density|wtd_gmean_atomic_mass|wtd_range_Valence|wtd_mean_Density|wtd_gmean_fie|mean_Valence|wtd_mean_ElectronAffinity|mean_atomic_radius|wtd_std_Valence|std_Valence|wtd_mean_atomic_mass|wtd_entropy_FusionHeat|wtd_range_Density|wtd_std_atomic_mass|wtd_gmean_ElectronAffinity|wtd_range_fie|wtd_entropy_fie|wtd_range_atomic_mass|wtd_entropy_Density|wtd_entropy_ThermalConductivity|wtd_range_atomic_radius|wtd_entropy_ElectronAffinity|number_of_elements|range_Valence,0.850430655124|0.836200707366|0.833786055182|0.828511769511|0.826949964182|0.826527269485|0.820347934939|0.820266369008|0.797307037382|0.79348035444|0.791337869726|0.783385330902|0.770287003947|0.763788269044|0.762859824424|0.757762298444|0.757380561612|0.757203206765|0.756585407583|0.749879511261|0.749715912486|0.745595574949|0.732565455326|0.728652184034|0.727872043581|0.721768146118|0.718572211556|0.71569530855|0.708885742874|0.705158187302|0.704370309431|0.702613258113|0.701127538739|0.690187079884|0.688101427913|0.684594882899|0.682794906555|0.676028955881|0.670374784008|0.668720131617|0.668690287338|0.664665640244|0.66442557479|0.659459153713|0.648037581777|0.641785226544|0.639570658177|0.639104837049|0.638277936599|0.633856413162|0.633056625907|0.604901959939|0.602705964077|0.599811166983|0.598973725346|0.596003397992|0.594187626129|0.591990311165|0.589322340276|0.589298019465|0.583907616711|0.582083128345|0.579607110652|0.575231595198|0.567650017094|0.566869039618|0.553943311799|0.546064066379|0.546061871971|0.545571081048|0.544387798114|0.529965146297|0.528214469548|0.497499735732|0.467794957554|0.430676317117|0.423538585434|0.41512591542|0.409188377277|0.38758610502|0.117461843054
Superconductor,extratrees,rfe,1,42,0.9,wtd_gmean_atomic_radius|wtd_mean_atomic_radius|range_fie|std_fie|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|range_ElectronAffinity|std_ElectronAffinity|mean_Valence|gmean_Valence|wtd_mean_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_std_ElectronAffinity|std_ThermalConductivity|range_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|wtd_entropy_atomic_radius|wtd_entropy_Valence|wtd_std_fie|std_atomic_radius|range_atomic_radius|wtd_gmean_FusionHeat|wtd_mean_FusionHeat|entropy_atomic_mass|entropy_Valence|mean_fie|gmean_fie|wtd_range_ThermalConductivity|range_atomic_mass|std_atomic_mass|mean_Density|wtd_gmean_Density|gmean_atomic_radius|wtd_std_Valence|range_Valence|wtd_gmean_Valence|wtd_mean_Valence|std_Density|range_Density|gmean_FusionHeat|mean_FusionHeat|range_FusionHeat|wtd_entropy_fie|wtd_range_FusionHeat|wtd_entropy_FusionHeat|number_of_elements|entropy_fie|gmean_Density|wtd_mean_fie|wtd_entropy_ElectronAffinity|gmean_ElectronAffinity|entropy_FusionHeat|wtd_entropy_Density|entropy_Density|wtd_entropy_atomic_mass|gmean_ThermalConductivity|wtd_gmean_fie|wtd_std_FusionHeat|std_FusionHeat|mean_ElectronAffinity|wtd_range_ElectronAffinity|wtd_std_Density|wtd_range_fie|wtd_range_atomic_radius|wtd_mean_Density|entropy_ThermalConductivity|wtd_std_atomic_radius|mean_atomic_radius|entropy_ElectronAffinity|wtd_entropy_ThermalConductivity|mean_ThermalConductivity|wtd_range_atomic_mass|entropy_atomic_radius|std_Valence|wtd_range_Density|wtd_std_ThermalConductivity|wtd_std_atomic_mass|wtd_range_Valence,81|80|79|78|77|76|75|74|73|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1
Superconductor,extratrees,tree,1,42,0.9,range_ThermalConductivity|wtd_std_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|wtd_mean_Valence|wtd_entropy_Valence|wtd_entropy_atomic_mass|range_fie|wtd_gmean_Valence|wtd_gmean_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_entropy_atomic_radius|std_atomic_mass|wtd_std_ElectronAffinity|range_atomic_mass|wtd_std_Valence|wtd_entropy_ThermalConductivity|gmean_ElectronAffinity|wtd_std_fie|wtd_range_Valence|wtd_entropy_fie|gmean_Density|wtd_range_ThermalConductivity|wtd_entropy_Density|wtd_entropy_FusionHeat|gmean_Valence|wtd_std_atomic_radius|std_Density|entropy_ThermalConductivity|wtd_range_ElectronAffinity|wtd_range_fie|mean_ThermalConductivity|wtd_std_atomic_mass|wtd_gmean_ThermalConductivity|wtd_range_atomic_mass|mean_Valence|std_ElectronAffinity|wtd_mean_atomic_mass|std_atomic_radius|wtd_mean_ElectronAffinity|wtd_gmean_atomic_radius|wtd_gmean_Density|wtd_entropy_ElectronAffinity|wtd_range_atomic_radius|std_fie|wtd_mean_fie|entropy_atomic_mass|wtd_std_Density|mean_Density|wtd_gmean_atomic_mass|range_Density|wtd_mean_Density|wtd_range_FusionHeat|wtd_mean_atomic_radius|wtd_mean_FusionHeat|entropy_Density|wtd_range_Density|number_of_elements|entropy_ElectronAffinity|range_ElectronAffinity|wtd_gmean_fie|gmean_atomic_mass|wtd_std_FusionHeat|gmean_ThermalConductivity|mean_atomic_mass|gmean_fie|mean_fie|entropy_FusionHeat|wtd_gmean_FusionHeat|mean_atomic_radius|std_Valence|entropy_Valence|range_Valence|gmean_atomic_radius|entropy_fie|entropy_atomic_radius|mean_ElectronAffinity|mean_FusionHeat|gmean_FusionHeat|std_FusionHeat|range_FusionHeat,0.193883777087|0.162510343693|0.0602867656267|0.0479663954725|0.034646438355|0.0287891763609|0.0254111248483|0.02305630353|0.0227848918297|0.021669755767|0.0179935741251|0.0154111748943|0.0153200758401|0.0141261701867|0.0130512903059|0.0122558432077|0.0115488484849|0.0112945093719|0.00952082993654|0.00893470406117|0.00886468601259|0.00863591231291|0.00811678706956|0.00760502505442|0.00707779662361|0.00702525684985|0.00641352343559|0.00639526134463|0.00627873067233|0.00602995488768|0.0059023267746|0.00580006704234|0.00555785602971|0.00553080820075|0.00510336330478|0.00507619060338|0.0050676390267|0.0049484670894|0.00474585444974|0.00468931145764|0.00447816106016|0.00443397612171|0.00418212452716|0.00405971393366|0.00405343602976|0.00388393185177|0.00384968096723|0.00383822904536|0.00376455244693|0.00366697130674|0.00366008456673|0.00363534588615|0.00358517934142|0.00357711532901|0.00356633657132|0.0035638444436|0.00345751623044|0.0033942673991|0.00329197681692|0.00312986726708|0.00288753498858|0.00287357983318|0.00286991038269|0.00278043806888|0.00277157216582|0.0027428950379|0.00271208754191|0.00268420109083|0.00259168209714|0.00254126704809|0.00252250628425|0.0025104821937|0.0024313423356|0.00222806951302|0.00220909820533|0.0020827485289|0.00203620754642|0.00171377238385|0.0016699549253|0.00146005915133|0.00128146830876
Superconductor,extratrees,shap,1,42,0.9,range_ThermalConductivity|wtd_std_ThermalConductivity|range_atomic_radius|wtd_entropy_atomic_mass|std_ThermalConductivity|wtd_entropy_Valence|range_fie|wtd_entropy_atomic_radius|wtd_mean_Valence|wtd_entropy_FusionHeat|wtd_gmean_Valence|gmean_ElectronAffinity|wtd_std_Valence|std_atomic_mass|std_Density|wtd_entropy_ThermalConductivity|gmean_Valence|wtd_gmean_ElectronAffinity|gmean_Density|wtd_mean_ThermalConductivity|mean_ThermalConductivity|range_atomic_mass|mean_Valence|entropy_ElectronAffinity|range_Density|wtd_std_ElectronAffinity|std_ElectronAffinity|entropy_Valence|wtd_gmean_ThermalConductivity|wtd_mean_atomic_mass|wtd_entropy_Density|std_atomic_radius|mean_Density|std_fie|wtd_range_ElectronAffinity|entropy_ThermalConductivity|entropy_Density|range_ElectronAffinity|entropy_atomic_mass|entropy_FusionHeat|wtd_gmean_atomic_mass|wtd_gmean_Density|wtd_entropy_fie|wtd_std_atomic_radius|wtd_range_ThermalConductivity|wtd_std_fie|entropy_fie|wtd_mean_ElectronAffinity|wtd_range_fie|wtd_entropy_ElectronAffinity|wtd_std_Density|range_Valence|mean_atomic_mass|gmean_atomic_mass|wtd_range_FusionHeat|number_of_elements|wtd_range_atomic_mass|gmean_FusionHeat|gmean_ThermalConductivity|wtd_range_Valence|mean_atomic_radius|std_Valence|mean_ElectronAffinity|mean_FusionHeat|wtd_gmean_atomic_radius|wtd_mean_FusionHeat|wtd_mean_fie|wtd_std_atomic_mass|wtd_range_atomic_radius|wtd_gmean_fie|wtd_mean_atomic_radius|gmean_fie|wtd_mean_Density|wtd_range_Density|gmean_atomic_radius|wtd_gmean_FusionHeat|wtd_std_FusionHeat|mean_fie|range_FusionHeat|entropy_atomic_radius|std_FusionHeat,5.97141337956|2.90399726156|2.82682272382|1.64572139216|1.62064464963|1.59037864781|1.21227771465|1.12402374397|0.927224148945|0.88633082218|0.860497528208|0.833722339182|0.792652015089|0.765837115685|0.714624053137|0.712265615564|0.690772600856|0.672176626583|0.651039918417|0.599907602712|0.52378939643|0.504676676882|0.428922953802|0.416942924476|0.402187631976|0.389808443912|0.359425720112|0.359239879024|0.329949148472|0.324711961495|0.320484143741|0.279395925039|0.275114586858|0.264712575324|0.256642364194|0.242914481075|0.240982539589|0.235336465779|0.232401271291|0.23107499755|0.228180274385|0.227682389527|0.227204936569|0.215607667884|0.215319070704|0.214483993132|0.200400301463|0.191838401675|0.168816956702|0.165129443335|0.162353072603|0.161241891207|0.161109355034|0.156683718329|0.148491490729|0.144809379088|0.143122475032|0.142949366908|0.13949710663|0.138414893207|0.138335135968|0.137393338157|0.135411640004|0.132574329013|0.13245011826|0.129176837487|0.12510167036|0.123275461401|0.121492325354|0.118099100741|0.114105740315|0.110109414086|0.106578084083|0.100084700364|0.0980654681074|0.0975058652459|0.0935237682017|0.0888876598025|0.0680677074736|0.0627299452902|0.0586286817584
Superconductor,extratrees,mi,2,42,0.9,range_fie|wtd_mean_Valence|wtd_gmean_Valence|entropy_atomic_mass|range_ElectronAffinity|std_fie|entropy_atomic_radius|gmean_Density|std_ThermalConductivity|wtd_gmean_Density|range_Density|entropy_FusionHeat|entropy_Density|entropy_ElectronAffinity|entropy_Valence|wtd_gmean_FusionHeat|range_atomic_radius|std_ElectronAffinity|std_atomic_radius|mean_ThermalConductivity|wtd_std_ThermalConductivity|range_atomic_mass|wtd_std_fie|wtd_gmean_atomic_radius|gmean_FusionHeat|wtd_mean_FusionHeat|range_FusionHeat|entropy_fie|gmean_ElectronAffinity|mean_FusionHeat|gmean_Valence|gmean_ThermalConductivity|range_ThermalConductivity|wtd_std_ElectronAffinity|wtd_mean_fie|gmean_atomic_mass|wtd_std_FusionHeat|mean_Density|std_Density|wtd_gmean_ThermalConductivity|std_atomic_mass|wtd_std_atomic_radius|mean_ElectronAffinity|std_FusionHeat|wtd_range_FusionHeat|gmean_atomic_radius|wtd_mean_atomic_radius|wtd_range_ThermalConductivity|mean_atomic_mass|wtd_range_ElectronAffinity|wtd_gmean_atomic_mass|entropy_ThermalConductivity|mean_fie|wtd_mean_ThermalConductivity|wtd_entropy_atomic_mass|wtd_gmean_fie|wtd_entropy_Valence|wtd_mean_ElectronAffinity|wtd_std_Density|wtd_mean_Density|wtd_entropy_atomic_radius|wtd_range_Valence|mean_atomic_radius|wtd_std_Valence|gmean_fie|std_Valence|mean_Valence|wtd_gmean_ElectronAffinity|wtd_std_atomic_mass|wtd_mean_atomic_mass|wtd_entropy_FusionHeat|wtd_range_Density|wtd_range_fie|wtd_entropy_fie|wtd_range_atomic_mass|wtd_entropy_Density|wtd_range_atomic_radius|wtd_entropy_ThermalConductivity|wtd_entropy_ElectronAffinity|number_of_elements|range_Valence,0.849704081649|0.837631720699|0.831707330907|0.827187022048|0.825963069048|0.824829702454|0.824213767172|0.821925287858|0.811436187859|0.805204805381|0.795214460849|0.788735087965|0.783837272594|0.780189999415|0.776105781392|0.775461398648|0.770613582838|0.770584045799|0.762824372134|0.762688337892|0.761854213568|0.750400357777|0.749269655957|0.741573655036|0.733469458879|0.731786131479|0.731614704188|0.729936614964|0.72036048601|0.717630214798|0.71742523148|0.714951960405|0.7027649966|0.695811250311|0.694722436993|0.688703629625|0.688578320438|0.687904118491|0.680157475526|0.67900224134|0.678530784586|0.675215255919|0.672326060362|0.670299094312|0.665833904017|0.65968078167|0.65535285536|0.652570190058|0.645094601495|0.634120944592|0.63109314004|0.627265560018|0.62511567836|0.623129271605|0.621519485688|0.6196560543|0.617535746567|0.610968533007|0.610476324668|0.609887245789|0.605471222836|0.588764982961|0.586991325178|0.581855011589|0.577550306912|0.576717207412|0.570835540763|0.570528847563|0.566413818792|0.564711252366|0.560906621137|0.557719714833|0.538907098716|0.530244410112|0.496760656256|0.464553817601|0.45888661009|0.440885532563|0.426005898219|0.400691881109|0.123475832889
Superconductor,extratrees,rfe,2,42,0.9,wtd_gmean_atomic_radius|wtd_mean_atomic_radius|range_fie|std_fie|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|range_ElectronAffinity|std_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_Valence|entropy_atomic_mass|wtd_gmean_FusionHeat|wtd_mean_FusionHeat|range_atomic_radius|std_atomic_radius|wtd_std_fie|wtd_entropy_atomic_radius|wtd_entropy_Valence|range_ThermalConductivity|std_ThermalConductivity|range_atomic_mass|std_atomic_mass|wtd_range_ThermalConductivity|gmean_FusionHeat|mean_FusionHeat|mean_Density|wtd_gmean_Density|gmean_atomic_radius|gmean_Valence|wtd_gmean_Valence|wtd_std_Valence|range_Valence|range_FusionHeat|wtd_entropy_fie|entropy_ThermalConductivity|mean_ThermalConductivity|entropy_atomic_radius|entropy_fie|wtd_range_FusionHeat|wtd_entropy_FusionHeat|entropy_FusionHeat|wtd_mean_Valence|wtd_entropy_Density|wtd_mean_Density|entropy_Density|std_Density|range_Density|wtd_gmean_fie|number_of_elements|wtd_entropy_ElectronAffinity|wtd_range_ElectronAffinity|mean_atomic_radius|wtd_std_FusionHeat|gmean_ElectronAffinity|mean_ElectronAffinity|wtd_range_fie|wtd_mean_fie|wtd_range_atomic_radius|mean_Valence|std_Valence|wtd_std_atomic_mass|mean_fie|gmean_fie|wtd_std_atomic_radius|gmean_ThermalConductivity|wtd_std_Density|wtd_std_ThermalConductivity|wtd_range_Density|entropy_ElectronAffinity|std_FusionHeat|gmean_Density|wtd_entropy_ThermalConductivity|wtd_entropy_atomic_mass|wtd_range_atomic_mass|wtd_range_Valence,81|80|79|78|77|76|75|74|73|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1
